e,c,C,F,a,d,y,f,p,s,r,t,u
82,GREECE,Greece,/flags/flag_greece.png,Hellenic Data Protection Authority (HDPA),2019-10-07,2019.0,200000.0,Telecommunication Service Provider,"Media, Telecoms and Broadcasting","Art. 5 (1) c) GDPR, Art. 25 GDPR",Non-compliance with general data processing principles,"http://www.dpa.gr/APDPXPortlets/htdocs/documentSDisplay.jsp?docid=3,241,32,146,79,143,149,112"
83,GREECE,Greece,/flags/flag_greece.png,Hellenic Data Protection Authority (HDPA),2019-10-07,2019.0,200000.0,Telecommunication Service Provider,"Media, Telecoms and Broadcasting","Art. 21 (3) GDPR, Art. 25 GDPR",Non-compliance with general data processing principles,"http://www.dpa.gr/APDPXPortlets/htdocs/documentSDisplay.jsp?docid=3,241,32,146,79,143,149,112"
84,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2019-10-09,2019.0,15000.0,Raiffeisen Bank SA,"Finance, Insurance and Consulting",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.ro/?page=Comunicat_Presa_09_10_2019&lang=ro
85,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2019-10-09,2019.0,20000.0,Vreau Credit SRL,"Finance, Insurance and Consulting","Art. 32 GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.ro/?page=Comunicat_Presa_09_10_2019&lang=ro
86,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019-10-01,2019.0,30000.0,Vueling Airlines,Transportation and Energy,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://www.aepd.es/resoluciones/PS-00300-2019_ORI.pdf
87,CYPRUS,Cyprus,/flags/flag_cyprus.png,Cypriot Data Protection Commissioner,2019,2019.0,14000.0,Doctor,Health Care,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://cyprus-mail.com/2019/10/11/doctor-fined-e14000-for-violating-patient-data-on-instagram/
88,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2019-09-26,2019.0,9000.0,Inteligo Media SA,"Media, Telecoms and Broadcasting","Art. 5 (1) a) GDPR, Art. 6 (1) a) GDPR",Insufficient legal basis for data processing,https://www.dataprotection.ro/?page=Alta_sanctiune_RGPD&lang=ro
89,SLOVAKIA,Slovakia,/flags/flag_slovakia.png,Slovak Data Protection Office,Unknown,,,Unknown,Not assigned,Art. 15 GDPR,Insufficient fulfilment of data subjects rights,https://www.dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_obdobie_25.maj_2018_az_24_maj_2019.pdf
90,SLOVAKIA,Slovakia,/flags/flag_slovakia.png,Slovak Data Protection Office,Unknown,,,Unknown,Not assigned,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_obdobie_25.maj_2018_az_24_maj_2019.pdf
91,SLOVAKIA,Slovakia,/flags/flag_slovakia.png,Slovak Data Protection Office,Unknown,,,Unknown,Not assigned,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_obdobie_25.maj_2018_az_24_maj_2019.pdf
92,SLOVAKIA,Slovakia,/flags/flag_slovakia.png,Slovak Data Protection Office,Unknown,,,Unknown,Public Sector and Education,"Art. 5 (1) a) GDPR, Art. 6 (1) a) GDPR",Insufficient legal basis for data processing,https://www.dataprotection.gov.sk/uoou/sites/default/files/sprava_o_stave_ochrany_osobnych_udajov_za_obdobie_25.maj_2018_az_24_maj_2019.pdf
93,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019-10-16,2019.0,60000.0,Xfera Moviles S.A.,"Media, Telecoms and Broadcasting","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://www.aepd.es/resoluciones/PS-00262-2019_ORI.pdf
94,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019-10-16,2019.0,8000.0,Iberdrola Clientes,Transportation and Energy,Art. 31 GDPR,Insufficient cooperation with supervisory authority,https://www.aepd.es/resoluciones/PS-00304-2019_ORI.pdf
95,SLOVAKIA,Slovakia,/flags/flag_slovakia.png,Slovak Data Protection Office,Unknown,,40000.0,Slovak Telekom,"Media, Telecoms and Broadcasting",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.etrend.sk/ekonomika/gdpr-zacina-hryzt-telekomunikacny-operator-dostal-pokutu-40-tisic-eur.html
96,AUSTRIA,Austria,/flags/flag_austria.png,Austrian Data Protection Authority (dsb),2019-10-29,2019.0,16000000.0,Austrian Post,Transportation and Energy,"Art. 5 (1) a) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://360.lexisnexis.at/d/entscheidungen-ris/bvwg_w258_2227269_1/u_verwaltung_BVwG_2024_BVWGT_20241227_W_7e8b9a258f
97,POLAND,Poland,/flags/flag_poland.png,Polish National Personal Data Protection Office (UODO),2019-10-18,2019.0,9380.0,Major of Aleksandrów Kujawski,Public Sector and Education,Art. 28 GDPR,Insufficient data processing agreement,https://uodo.gov.pl/decyzje/ZSPU.421.3.2019
98,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Berlin,2021-02-23,2021.0,0.0,Deutsche Wohnen SE,Real Estate,"Art. 5 GDPR, Art. 25 GDPR",Non-compliance with general data processing principles,https://www.datenschutz-berlin.de/fileadmin/user_upload/pdf/pressemitteilungen/2019/20191105-PM-Bussgeld_DW.pdf
99,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Berlin,2019-10-30,2019.0,,Deutsche Wohnen SE,Real Estate,Art. 5 GDPR,Non-compliance with general data processing principles,https://www.datenschutz-berlin.de/fileadmin/user_upload/pdf/pressemitteilungen/2019/20191105-PM-Bussgeld_DW.pdf
100,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019-10-25,2019.0,36000.0,"Vodafone España, S.A.U.","Media, Telecoms and Broadcasting","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://www.aepd.es/resoluciones/PS-00301-2019_ORI.pdf
101,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Baden-Wuerttemberg,2019,2019.0,80000.0,Unknown,Health Care,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.baden-wuerttemberg.datenschutz.de/wp-content/uploads/2019/07/PM-Datenschutzverletzungen-bereiten-zunehmend-Sorge-30.07.2019.pdf
102,POLAND,Poland,/flags/flag_poland.png,Polish National Personal Data Protection Office (UODO),2019-10-16,2019.0,47000.0,ClickQuickNow,Industry and Commerce,Art. 5 GDPR,Non-compliance with general data processing principles,https://uodo.gov.pl/decyzje/ZSPR.421.7.2019
103,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019-11-07,2019.0,900.0,TODOTECNICOS24H S.L.,Industry and Commerce,Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.aepd.es/resoluciones/PS-00268-2019_ORI.pdf
104,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),Unknown,,12000.0,Madrileña Red de Gas,Transportation and Energy,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.aepd.es/resoluciones/PS-00188-2019_ORI.pdf
105,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019-11-06,2019.0,900.0,Cerrajero Online,Industry and Commerce,Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.aepd.es/resoluciones/PS-00266-2019_ORI.pdf
106,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019-10-31,2019.0,6000.0,Jocker Premium Invex,Industry and Commerce,Art. 6 GDPR,Insufficient legal basis for data processing,https://www.aepd.es/resoluciones/PS-00291-2019_ORI.pdf
107,THE NETHERLANDS,The Netherlands,/flags/flag_the%20netherlands.png,Dutch Supervisory Authority for Data Protection (AP),2019-10-31,2019.0,900000.0,UWV (Dutch employee insurance service provider),"Finance, Insurance and Consulting",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://autoriteitpersoonsgegevens.nl/nl/nieuws/ap-dwingt-uwv-met-sanctie-gegevens-beter-te-beveiligen
108,PORTUGAL,Portugal,/flags/flag_portugal.png,Portuguese Data Protection Authority (CNPD),2019-03-19,2019.0,2000.0,Unknown,Not assigned,Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.cnpd.pt/bin/decisoes/Delib/DEL_2019_207.pdf
109,SLOVAKIA,Slovakia,/flags/flag_slovakia.png,Slovak Data Protection Office,Unknown,,50000.0,Social Insurance Agency,Health Care,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.etrend.sk/ekonomika/socialna-poistovna-porusila-gdpr-pokutu-50-tisic-eur-nechce-zaplatit.html
110,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019-11-13,2019.0,3000.0,General Confederation of Labour ('CGT'),Industry and Commerce,Art. 6 GDPR,Insufficient legal basis for data processing,https://www.aepd.es/resoluciones/PS-00174-2019_ORI.pdf
111,CZECH REPUBLIC,Czech Republic,/flags/flag_czech%20republic.png,Czech Data Protection Auhtority (UOOU),Unknown,,588.0,Alza.cz a.s.,Industry and Commerce,"Art. 6 GDPR, Art. 7 GDPR",Insufficient legal basis for data processing,https://www.uoou.cz/kontrola-zpracovani-osobnich-udaju-po-odvolani-souhlasu-spolecnost-alza-cz-a-s/ds-5717/archiv=0&p1=5653
112,CZECH REPUBLIC,Czech Republic,/flags/flag_czech%20republic.png,Czech Data Protection Auhtority (UOOU),Unknown,,980.0,Individual entrepreneur - no further details published,Individuals and Private Associations,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.uoou.cz/kontrola-zabezpeceni-osobnich-udaju-pri-provozovani-online-hry-fyzicka-osoba-podnikajici/ds-5723/archiv=0&p1=5653
113,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019-11-19,2019.0,60000.0,Corporación radiotelevisión espanola,"Media, Telecoms and Broadcasting",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.aepd.es/resoluciones/PS-00305-2019_ORI.pdf
114,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019-11-21,2019.0,60000.0,Viaqua Xestión Integral Augas de Galicia,Industry and Commerce,Art. 6 GDPR,Insufficient legal basis for data processing,https://www.aepd.es/resoluciones/PS-00233-2019_ORI.pdf
115,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2019-11-25,2019.0,11000.0,FAN Courier Express SRL,Industry and Commerce,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.ro/index.jsp?page=O_noua_amenda_in_baza_RGPD&lang=ro
116,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2019-11-22,2019.0,2000.0,BNP Paribas Personal Finance S.A.,"Finance, Insurance and Consulting","Art. 12 GDPR, Art. 17 GDPR",Insufficient fulfilment of data subjects rights,https://www.dataprotection.ro/index.jsp?page=Amenda_pentru_incalcarea_RGPD&lang=ro
117,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019-11-14,2019.0,30000.0,Telefónica SA,"Media, Telecoms and Broadcasting",Art. 5 GDPR,Non-compliance with general data processing principles,https://www.aepd.es/resoluciones/PS-00251-2019_ORI.pdf
118,FRANCE,France,/flags/flag_france.png,French Data Protection Authority (CNIL),2019-11-21,2019.0,500000.0,Futura Internationale,Industry and Commerce,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 21 GDPR, Art. 31 GDPR, Art. 44 GDPR",Insufficient fulfilment of data subjects rights,https://www.legifrance.gouv.fr/affichCnil.do?oldAction=rechExpCnil&id=CNILTEXT000039419459&fastReqId=461698027&fastPos=1
119,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019-11-19,2019.0,60000.0,Xfera Moviles S.A.,"Media, Telecoms and Broadcasting",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.aepd.es/resoluciones/PS-00237-2019_ORI.pdf
120,LATVIA,Latvia,/flags/flag_latvia.png,Data State Inspectorate (DSI),2019-11,2019.0,150000.0,Unknown,Not assigned,Art. 6 GDPR,Insufficient legal basis for data processing,https://twitter.com/900sekundes/status/1199208013959172096
121,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),Unknown,,10000.0,Ikea Ibérica,Industry and Commerce,Art. 6 GDPR,Insufficient legal basis for data processing,https://www.aepd.es/resoluciones/PS-00127-2019_ORI.pdf
122,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Rheinland-Pfalz,2019-12-03,2019.0,105000.0,Hospital,Health Care,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.datenschutz.rlp.de/de/aktuelles/detail/news/detail/News/geldbusse-gegen-krankenhaus-aufgrund-von-datenschutz-defiziten-beim-patientenmanagement/
123,BELGIUM,Belgium,/flags/flag_belgium.png,Belgian Data Protection Authority (APD),2019-11-28,2019.0,5000.0,Mayor,Public Sector and Education,Art. 6 GDPR,Insufficient legal basis for data processing,https://www.autoriteprotectiondonnees.be/news/la-chambre-contentieuse-sanctionne-deux-candidats-aux-elections-communales-de-2018
124,BELGIUM,Belgium,/flags/flag_belgium.png,Belgian Data Protection Authority (APD),2019-11-28,2019.0,5000.0,Municipal alderman,Public Sector and Education,Art. 6 GDPR,Insufficient legal basis for data processing,https://www.autoriteprotectiondonnees.be/news/la-chambre-contentieuse-sanctionne-deux-candidats-aux-elections-communales-de-2018
125,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2019-12-04,2019.0,20000.0,S CNTAR TAROM SA (Airline),Transportation and Energy,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.ro/?page=Sanctiune_CN_TAROM&lang=ro
126,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2019-11-28,2019.0,0.0,ING Bank N.V.,"Finance, Insurance and Consulting",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.dataprotection.ro/?page=Amenda_ING_RGPD&lang=ro
127,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2019-11-29,2019.0,2500.0,Royal President S.R.L.,Industry and Commerce,"Art. 15 GDPR, Art. 6 GDPR, Art. 32 GDPR",Insufficient fulfilment of data subjects rights,https://www.dataprotection.ro/index.jsp?page=alta_sanctiune_Royal_President&lang=ro
128,GERMANY,Germany,/flags/flag_germany.png,The Federal Commissioner for Data Protection and Freedom of Information (BfDI),2020-11-11,2020.0,900000.0,Telecoms provider (1&1 Telecom GmbH),"Media, Telecoms and Broadcasting",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.bfdi.bund.de/DE/Infothek/Pressemitteilungen/2019/30_BfDIverh%C3%A4ngtGeldbu%C3%9Fe1u1.html
129,GERMANY,Germany,/flags/flag_germany.png,The Federal Commissioner for Data Protection and Freedom of Information (BfDI),2019-12-09,2019.0,10000.0,Rapidata GmbH,"Media, Telecoms and Broadcasting",Art. 37 GDPR,Insufficient involvement of data protection officer,https://www.bfdi.bund.de/DE/Infothek/Pressemitteilungen/2019/30_BfDIverh%C3%A4ngtGeldbu%C3%9Fe1u1.html
130,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019,2019.0,21000.0,"Vodafone España, S.A.U.","Media, Telecoms and Broadcasting",Art. 6 (1) GDPR,Insufficient legal basis for data processing,https://www.aepd.es/resoluciones/PS-00087-2019_ORI.pdf
131,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019,2019.0,36000.0,"VODAFONE ONO, S.A.U.","Media, Telecoms and Broadcasting",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/resoluciones/PS-00092-2019_ORI.pdf
132,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019,2019.0,48000.0,"VODAFONE ONO, S.A.U.","Media, Telecoms and Broadcasting",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://www.aepd.es/resoluciones/PS-00212-2019_ORI.pdf
133,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019,2019.0,48000.0,"TELEFONICA MOVILES ESPAÑA, S.A.U.","Media, Telecoms and Broadcasting",Art. 5 (1) a) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/resoluciones/PS-00173-2019_ORI.pdf
134,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019,2019.0,30000.0,"Vodafone España, S.A.U.","Media, Telecoms and Broadcasting","Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.aepd.es/resoluciones/PS-00205-2019_ORI.pdf
135,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019,2019.0,40000.0,"Vodafone España, S.A.U.","Media, Telecoms and Broadcasting",Art. 6 GDPR,Insufficient legal basis for data processing,https://www.aepd.es/resoluciones/PS-00064-2019_ORI.pdf
136,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019,2019.0,20000.0,Employer,Employment,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/resoluciones/PS-00150-2019_ORI.pdf
137,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2019,2019.0,9000.0,Employer,Employment,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/resoluciones/PS-00050-2019_ORI.pdf
